what,kind,bundleId,bundleVersion,description,time
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.SysInfoView",1373234364830
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1373234367289
opened,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.FileExplorerView",1373234370123
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.FileExplorerView",1373234370131
opened,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1373234370748
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.NetworkStatsView",1373234370759
opened,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1373234371453
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1373234371461
opened,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.HeapView",1373234372139
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.HeapView",1373234372155
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.ThreadView",1373234372772
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1373234375025
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.DeviceView",1373234385558
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1373234394505
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1373234394508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234398388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234443301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234445498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234459733
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1373234465799
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1373234469511
activated,perspective,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.Perspective",1373234474998
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.ThreadView",1373234476966
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.DeviceView",1373234480458
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1373234485474
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.ThreadView",1373234492185
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.DeviceView",1373234493291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234508927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234509760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234510497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234646941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234648311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234649469
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.ThreadView",1373234654547
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1373234656424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234661965
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1373234704899
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.DeviceView",1373234704903
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.LogCatView",1373234712442
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.HeapView",1373234720137
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.AllocTrackerView",1373234720832
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.ThreadView",1373234721943
activated,view,com.android.ide.eclipse.ddms,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ddms.views.EmulatorControlView",1373234722808
