what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366280845
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366282215
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372366282234
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1372366283201
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1372366283209
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372366286144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366291879
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366302755
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1372366302762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366316283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366552557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366568040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366623040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366624592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366625267
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372366626388
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366628516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366675825
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372366679473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366686740
error,log,,,"",1372366751846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366751878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1372366751886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1372366751886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366762752
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366766040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366769716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366773446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366782389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366882473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366884051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366946197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366950472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366954478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372366957567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367142374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367149566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367226738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367231078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367233923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367235762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367243696
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1372367243712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367250223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367270236
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367273277
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367277162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367279906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367281059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367284784
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1372367284791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367290464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367343713
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367343738
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1372367347878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367349919
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367357904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367357922
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367359033
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367372780
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367379386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367380528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367388508
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367388530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367399725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367420512
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367425738
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367440338
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367441836
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367444844
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367444886
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367444887
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367479144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367479196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367486091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367491924
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1372367493362
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1372367494438
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367503419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367511174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367523164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367527788
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367531115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367579857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367579960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367581155
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1372367581258
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1372367581862
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1372367581954
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1372367581955
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1372367581957
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1372367581957
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1372367581968
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1372367581971
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1372367581971
stopped,bundle,com.android.ide.eclipse.ndk,22.0.1.v201305230001--685705,"com.android.ide.eclipse.ndk",1372367581971
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,22.0.1.v201305230001--685705,"overlay.com.android.ide.eclipse.adt.overlay",1372367581986
stopped,bundle,com.android.ide.eclipse.adt,22.0.1.v201305230001--685705,"com.android.ide.eclipse.adt",1372367581987
stopped,bundle,org.eclipse.cdt,8.0.2.201202111925,"org.eclipse.cdt",1372367581987
stopped,bundle,org.eclipse.cdt.doc.user,5.1.1.201202111925,"org.eclipse.cdt.doc.user",1372367581989
